date,state,county,fips,cases,deaths,population,daily_cases,daily_deaths
2020-08-26,Georgia,Gwinnett,13135,23636,314,902298,225,5
2020-08-26,Georgia,Hall,13139,7266,118,195961,150,0
2020-08-27,Georgia,Cobb,13067,16536,381,745057,167,0
2020-08-27,Georgia,DeKalb,13089,16278,293,743187,85,6
2020-08-27,Georgia,Fulton,13121,24378,498,1021902,167,1
2020-08-27,Georgia,Gwinnett,13135,23812,322,902298,176,8
2020-08-27,Georgia,Hall,13139,7365,120,195961,99,2
2020-08-28,Georgia,Cobb,13067,16630,387,745057,94,6
2020-08-28,Georgia,DeKalb,13089,16368,296,743187,90,3
2020-08-28,Georgia,Fulton,13121,24586,503,1021902,208,5
2020-08-28,Georgia,Gwinnett,13135,23972,324,902298,160,2
2020-08-28,Georgia,Hall,13139,7475,122,195961,110,2
2020-08-29,Georgia,Cobb,13067,16840,390,745057,210,3
2020-08-29,Georgia,DeKalb,13089,16443,297,743187,75,1
2020-08-29,Georgia,Fulton,13121,24747,513,1021902,161,10
2020-08-29,Georgia,Gwinnett,13135,24137,330,902298,165,6
2020-08-29,Georgia,Hall,13139,7589,125,195961,114,3
2020-08-30,Georgia,Cobb,13067,16896,391,745057,56,1
2020-08-30,Georgia,DeKalb,13089,16498,298,743187,55,1
2020-08-30,Georgia,Fulton,13121,24801,515,1021902,54,2
2020-08-30,Georgia,Gwinnett,13135,24182,333,902298,45,3
2020-08-30,Georgia,Hall,13139,7605,125,195961,16,0
2020-08-31,Georgia,Cobb,13067,16966,391,745057,70,0
2020-08-31,Georgia,DeKalb,13089,16555,300,743187,57,2
2020-08-31,Georgia,Fulton,13121,24891,518,1021902,90,3
2020-08-31,Georgia,Gwinnett,13135,24252,336,902298,70,3
2020-08-31,Georgia,Hall,13139,7714,125,195961,109,0
2020-09-01,Georgia,Cobb,13067,17097,395,745057,131,4
2020-09-01,Georgia,DeKalb,13089,16650,304,743187,95,4
2020-09-01,Georgia,Fulton,13121,25063,525,1021902,172,7
2020-09-01,Georgia,Gwinnett,13135,24477,341,902298,225,5
2020-09-01,Georgia,Hall,13139,7801,128,195961,87,3
2020-09-02,Georgia,Cobb,13067,17210,395,745057,113,0
2020-09-02,Georgia,DeKalb,13089,16716,309,743187,66,5
2020-09-02,Georgia,Fulton,13121,25150,527,1021902,87,2
2020-09-02,Georgia,Gwinnett,13135,24608,343,902298,131,2
2020-09-02,Georgia,Hall,13139,7869,128,195961,68,0
2020-09-03,Georgia,Cobb,13067,17375,397,745057,165,2
2020-09-03,Georgia,DeKalb,13089,16837,311,743187,121,2
2020-09-03,Georgia,Fulton,13121,25339,531,1021902,189,4
2020-09-03,Georgia,Gwinnett,13135,24763,346,902298,155,3
2020-09-03,Georgia,Hall,13139,7946,130,195961,77,2
2020-09-04,Georgia,Cobb,13067,17479,401,745057,104,4
2020-09-04,Georgia,DeKalb,13089,16900,311,743187,63,0
2020-09-04,Georgia,Fulton,13121,25439,535,1021902,100,4
2020-09-04,Georgia,Gwinnett,13135,24870,351,902298,107,5
2020-09-04,Georgia,Hall,13139,8023,130,195961,77,0
2020-09-05,Georgia,Cobb,13067,17595,401,745057,116,0
2020-09-05,Georgia,DeKalb,13089,17004,313,743187,104,2
2020-09-05,Georgia,Fulton,13121,25540,541,1021902,101,6
2020-09-05,Georgia,Gwinnett,13135,25019,356,902298,149,5
2020-09-05,Georgia,Hall,13139,8118,130,195961,95,0
2020-09-06,Georgia,Cobb,13067,17734,404,745057,139,3
2020-09-06,Georgia,DeKalb,13089,17089,315,743187,85,2
2020-09-06,Georgia,Fulton,13121,25631,545,1021902,91,4
2020-09-06,Georgia,Gwinnett,13135,25107,359,902298,88,3
2020-09-06,Georgia,Hall,13139,8143,133,195961,25,3
2020-09-07,Georgia,Cobb,13067,17792,404,745057,58,0
2020-09-07,Georgia,DeKalb,13089,17100,315,743187,11,0
2020-09-07,Georgia,Fulton,13121,25681,545,1021902,50,0
2020-09-07,Georgia,Gwinnett,13135,25127,359,902298,20,0
2020-09-07,Georgia,Hall,13139,8149,133,195961,6,0
2020-09-08,Georgia,Cobb,13067,17850,405,745057,58,1
2020-09-08,Georgia,DeKalb,13089,17169,318,743187,69,3
2020-09-08,Georgia,Fulton,13121,25756,548,1021902,75,3
2020-09-08,Georgia,Gwinnett,13135,25215,359,902298,88,0
2020-09-08,Georgia,Hall,13139,8177,133,195961,28,0
2020-09-09,Georgia,Cobb,13067,18005,406,745057,155,1
2020-09-09,Georgia,DeKalb,13089,17237,324,743187,68,6
2020-09-09,Georgia,Fulton,13121,25861,551,1021902,105,3
2020-09-09,Georgia,Gwinnett,13135,25376,361,902298,161,2
2020-09-09,Georgia,Hall,13139,8189,133,195961,12,0
2020-09-10,Georgia,Cobb,13067,18155,409,745057,150,3
2020-09-10,Georgia,DeKalb,13089,17314,333,743187,77,9
2020-09-10,Georgia,Fulton,13121,25934,550,1021902,73,-1
2020-09-10,Georgia,Gwinnett,13135,25495,366,902298,119,5
2020-09-10,Georgia,Hall,13139,8266,133,195961,77,0
2020-09-11,Georgia,Cobb,13067,18255,409,745057,100,0
2020-09-11,Georgia,DeKalb,13089,17380,334,743187,66,1
2020-09-11,Georgia,Fulton,13121,26022,551,1021902,88,1
2020-09-11,Georgia,Gwinnett,13135,25611,369,902298,116,3
2020-09-11,Georgia,Hall,13139,8306,136,195961,40,3
2020-09-12,Georgia,Cobb,13067,18433,410,745057,178,1
2020-09-12,Georgia,DeKalb,13089,17477,335,743187,97,1
2020-09-12,Georgia,Fulton,13121,26108,554,1021902,86,3
2020-09-12,Georgia,Gwinnett,13135,25726,372,902298,115,3
2020-09-12,Georgia,Hall,13139,8341,136,195961,35,0
2020-09-13,Georgia,Cobb,13067,18495,413,745057,62,3
2020-09-13,Georgia,DeKalb,13089,17536,339,743187,59,4
2020-09-13,Georgia,Fulton,13121,26225,555,1021902,117,1
2020-09-13,Georgia,Gwinnett,13135,25806,375,902298,80,3
2020-09-13,Georgia,Hall,13139,8362,137,195961,21,1
2020-09-14,Georgia,Cobb,13067,18550,413,745057,55,0
2020-09-14,Georgia,DeKalb,13089,17610,339,743187,74,0
2020-09-14,Georgia,Fulton,13121,26289,555,1021902,64,0
2020-09-14,Georgia,Gwinnett,13135,25863,379,902298,57,4
2020-09-14,Georgia,Hall,13139,8379,138,195961,17,1
2020-09-15,Georgia,Cobb,13067,18601,414,745057,51,1
2020-09-15,Georgia,DeKalb,13089,17698,340,743187,88,1
2020-09-15,Georgia,Fulton,13121,26360,556,1021902,71,1
2020-09-15,Georgia,Gwinnett,13135,26019,380,902298,156,1
2020-09-15,Georgia,Hall,13139,8444,139,195961,65,1
2020-09-16,Georgia,Cobb,13067,18719,415,745057,118,1
2020-09-16,Georgia,DeKalb,13089,17777,340,743187,79,0
2020-09-16,Georgia,Fulton,13121,26517,557,1021902,157,1
2020-09-16,Georgia,Gwinnett,13135,26133,381,902298,114,1
2020-09-16,Georgia,Hall,13139,8533,139,195961,89,0
2020-09-17,Georgia,Cobb,13067,18839,416,745057,120,1
2020-09-17,Georgia,DeKalb,13089,17849,345,743187,72,5
2020-09-17,Georgia,Fulton,13121,26620,560,1021902,103,3
2020-09-17,Georgia,Gwinnett,13135,26280,386,902298,147,5
2020-09-17,Georgia,Hall,13139,8587,140,195961,54,1
2020-09-18,Georgia,Cobb,13067,18941,419,745057,102,3
2020-09-18,Georgia,DeKalb,13089,17907,346,743187,58,1
2020-09-18,Georgia,Fulton,13121,26778,563,1021902,158,3
2020-09-18,Georgia,Gwinnett,13135,26403,388,902298,123,2
2020-09-18,Georgia,Hall,13139,8634,143,195961,47,3
2020-09-19,Georgia,Cobb,13067,19000,421,745057,59,2
2020-09-19,Georgia,DeKalb,13089,18006,349,743187,99,3
2020-09-19,Georgia,Fulton,13121,26910,564,1021902,132,1
2020-09-19,Georgia,Gwinnett,13135,26550,391,902298,147,3
2020-09-19,Georgia,Hall,13139,8757,143,195961,123,0
2020-09-20,Georgia,Cobb,13067,19041,421,745057,41,0
2020-09-20,Georgia,DeKalb,13089,18072,349,743187,66,0
2020-09-20,Georgia,Fulton,13121,26992,564,1021902,82,0
2020-09-20,Georgia,Gwinnett,13135,26618,391,902298,68,0
2020-09-20,Georgia,Hall,13139,8785,144,195961,28,1
2020-09-21,Georgia,Cobb,13067,19092,421,745057,51,0
2020-09-21,Georgia,DeKalb,13089,18110,349,743187,38,0
2020-09-21,Georgia,Fulton,13121,27080,564,1021902,88,0
2020-09-21,Georgia,Gwinnett,13135,26678,391,902298,60,0
2020-09-21,Georgia,Hall,13139,8827,144,195961,42,0
2020-09-22,Georgia,Cobb,13067,19174,421,745057,82,0
2020-09-22,Georgia,DeKalb,13089,18192,351,743187,82,2
2020-09-22,Georgia,Fulton,13121,27122,565,1021902,42,1
2020-09-22,Georgia,Gwinnett,13135,26744,396,902298,66,5
2020-09-22,Georgia,Hall,13139,8864,145,195961,37,1
2020-09-23,Georgia,Cobb,13067,19283,422,745057,109,1
2020-09-23,Georgia,DeKalb,13089,18302,353,743187,110,2
2020-09-23,Georgia,Fulton,13121,27247,568,1021902,125,3
2020-09-23,Georgia,Gwinnett,13135,26931,398,902298,187,2
2020-09-23,Georgia,Hall,13139,8949,148,195961,85,3
2020-09-24,Georgia,Cobb,13067,19354,423,745057,71,1
2020-09-24,Georgia,DeKalb,13089,18418,357,743187,116,4
2020-09-24,Georgia,Fulton,13121,27305,569,1021902,58,1
2020-09-24,Georgia,Gwinnett,13135,27051,398,902298,120,0
2020-09-24,Georgia,Hall,13139,9035,149,195961,86,1
2020-09-25,Georgia,Cobb,13067,19430,425,745057,76,2
2020-09-25,Georgia,DeKalb,13089,18521,358,743187,103,1
2020-09-25,Georgia,Fulton,13121,27389,571,1021902,84,2
2020-09-25,Georgia,Gwinnett,13135,27187,401,902298,136,3
2020-09-25,Georgia,Hall,13139,9147,151,195961,112,2
2020-09-26,Georgia,Cobb,13067,19513,426,745057,83,1
2020-09-26,Georgia,DeKalb,13089,18600,360,743187,79,2
2020-09-26,Georgia,Fulton,13121,27480,572,1021902,91,1
2020-09-26,Georgia,Gwinnett,13135,27296,402,902298,109,1
2020-09-26,Georgia,Hall,13139,9225,152,195961,78,1
2020-09-27,Georgia,Cobb,13067,19551,426,745057,38,0
2020-09-27,Georgia,DeKalb,13089,18647,362,743187,47,2
2020-09-27,Georgia,Fulton,13121,27529,575,1021902,49,3
2020-09-27,Georgia,Gwinnett,13135,27358,404,902298,62,2
2020-09-27,Georgia,Hall,13139,9247,152,195961,22,0
2020-09-28,Georgia,Cobb,13067,19576,426,745057,25,0
2020-09-28,Georgia,DeKalb,13089,18699,364,743187,52,2
2020-09-28,Georgia,Fulton,13121,27605,575,1021902,76,0
2020-09-28,Georgia,Gwinnett,13135,27424,405,902298,66,1
2020-09-28,Georgia,Hall,13139,9248,152,195961,1,0
2020-09-29,Georgia,Cobb,13067,19634,427,745057,58,1
2020-09-29,Georgia,DeKalb,13089,18773,365,743187,74,1
2020-09-29,Georgia,Fulton,13121,27650,576,1021902,45,1
2020-09-29,Georgia,Gwinnett,13135,27519,407,902298,95,2
2020-09-29,Georgia,Hall,13139,9279,152,195961,31,0
2020-09-30,Georgia,Cobb,13067,19740,427,745057,106,0
2020-09-30,Georgia,DeKalb,13089,18859,367,743187,86,2
2020-09-30,Georgia,Fulton,13121,27684,575,1021902,34,-1
2020-09-30,Georgia,Gwinnett,13135,27647,409,902298,128,2
2020-09-30,Georgia,Hall,13139,9373,154,195961,94,2
2020-10-01,Georgia,Cobb,13067,19829,427,745057,89,0
2020-10-01,Georgia,DeKalb,13089,18938,369,743187,79,2
2020-10-01,Georgia,Fulton,13121,27790,577,1021902,106,2
2020-10-01,Georgia,Gwinnett,13135,27733,409,902298,86,0
2020-10-01,Georgia,Hall,13139,9498,158,195961,125,4
2020-10-02,Georgia,Cobb,13067,19872,429,745057,43,2
2020-10-02,Georgia,DeKalb,13089,19030,371,743187,92,2
2020-10-02,Georgia,Fulton,13121,27855,579,1021902,65,2
2020-10-02,Georgia,Gwinnett,13135,27844,412,902298,111,3
2020-10-02,Georgia,Hall,13139,9567,158,195961,69,0
2020-10-03,Georgia,Cobb,13067,19968,429,745057,96,0
2020-10-03,Georgia,DeKalb,13089,19084,371,743187,54,0
2020-10-03,Georgia,Fulton,13121,27994,579,1021902,139,0
2020-10-03,Georgia,Gwinnett,13135,27986,414,902298,142,2
2020-10-03,Georgia,Hall,13139,9617,158,195961,50,0
2020-10-04,Georgia,Cobb,13067,20010,429,745057,42,0
2020-10-04,Georgia,DeKalb,13089,19128,371,743187,44,0
2020-10-04,Georgia,Fulton,13121,28096,579,1021902,102,0
2020-10-04,Georgia,Gwinnett,13135,28074,414,902298,88,0
2020-10-04,Georgia,Hall,13139,9618,158,195961,1,0
2020-10-05,Georgia,Cobb,13067,21540,431,745057,1530,2
2020-10-05,Georgia,DeKalb,13089,19962,372,743187,834,1
2020-10-05,Georgia,Fulton,13121,29916,579,1021902,1820,0
2020-10-05,Georgia,Gwinnett,13135,29575,417,902298,1501,3
2020-10-05,Georgia,Hall,13139,9745,158,195961,127,0
2020-10-06,Georgia,Cobb,13067,21606,435,745057,66,4
2020-10-06,Georgia,DeKalb,13089,20059,373,743187,97,1
2020-10-06,Georgia,Fulton,13121,29976,581,1021902,60,2
2020-10-06,Georgia,Gwinnett,13135,29653,418,902298,78,1
2020-10-06,Georgia,Hall,13139,9783,159,195961,38,1
2020-10-07,Georgia,Cobb,13067,21710,436,745057,104,1
2020-10-07,Georgia,DeKalb,13089,20185,374,743187,126,1
2020-10-07,Georgia,Fulton,13121,30110,581,1021902,134,0
2020-10-07,Georgia,Gwinnett,13135,29774,419,902298,121,1
2020-10-07,Georgia,Hall,13139,9839,159,195961,56,0
2020-10-08,Georgia,Cobb,13067,21780,437,745057,70,1
2020-10-08,Georgia,DeKalb,13089,20269,375,743187,84,1
2020-10-08,Georgia,Fulton,13121,30299,583,1021902,189,2
2020-10-08,Georgia,Gwinnett,13135,29907,421,902298,133,2
2020-10-08,Georgia,Hall,13139,9879,160,195961,40,1
2020-10-09,Georgia,Cobb,13067,21853,437,745057,73,0
2020-10-09,Georgia,DeKalb,13089,20367,378,743187,98,3
2020-10-09,Georgia,Fulton,13121,30552,588,1021902,253,5
2020-10-09,Georgia,Gwinnett,13135,30039,422,902298,132,1
2020-10-09,Georgia,Hall,13139,9954,161,195961,75,1
2020-10-10,Georgia,Cobb,13067,21925,439,745057,72,2
2020-10-10,Georgia,DeKalb,13089,20409,378,743187,42,0
2020-10-10,Georgia,Fulton,13121,30660,590,1021902,108,2
2020-10-10,Georgia,Gwinnett,13135,30158,423,902298,119,1
2020-10-10,Georgia,Hall,13139,10047,162,195961,93,1
2020-10-11,Georgia,Cobb,13067,22031,442,745057,106,3
2020-10-11,Georgia,DeKalb,13089,20498,380,743187,89,2
2020-10-11,Georgia,Fulton,13121,30790,591,1021902,130,1
2020-10-11,Georgia,Gwinnett,13135,30242,424,902298,84,1
2020-10-11,Georgia,Hall,13139,10070,162,195961,23,0
2020-10-12,Georgia,Cobb,13067,22299,443,745057,268,1
2020-10-12,Georgia,DeKalb,13089,20584,380,743187,86,0
2020-10-12,Georgia,Fulton,13121,31070,592,1021902,280,1
2020-10-12,Georgia,Gwinnett,13135,30470,424,902298,228,0
2020-10-12,Georgia,Hall,13139,10104,162,195961,34,0
2020-10-13,Georgia,Cobb,13067,22368,442,745057,69,-1
2020-10-13,Georgia,DeKalb,13089,20638,382,743187,54,2
2020-10-13,Georgia,Fulton,13121,31174,594,1021902,104,2
2020-10-13,Georgia,Gwinnett,13135,30624,425,902298,154,1
2020-10-13,Georgia,Hall,13139,10147,164,195961,43,2
2020-10-14,Georgia,Cobb,13067,22527,442,745057,159,0
2020-10-14,Georgia,DeKalb,13089,20698,383,743187,60,1
2020-10-14,Georgia,Fulton,13121,31229,597,1021902,55,3
2020-10-14,Georgia,Gwinnett,13135,30766,427,902298,142,2
2020-10-14,Georgia,Hall,13139,10217,164,195961,70,0
2020-10-15,Georgia,Cobb,13067,22613,444,745057,86,2
2020-10-15,Georgia,DeKalb,13089,20810,384,743187,112,1
2020-10-15,Georgia,Fulton,13121,31329,599,1021902,100,2
2020-10-15,Georgia,Gwinnett,13135,30904,428,902298,138,1
2020-10-15,Georgia,Hall,13139,10282,164,195961,65,0
2020-10-16,Georgia,Cobb,13067,22730,446,745057,117,2
2020-10-16,Georgia,DeKalb,13089,20929,387,743187,119,3
2020-10-16,Georgia,Fulton,13121,31462,603,1021902,133,4
2020-10-16,Georgia,Gwinnett,13135,31027,429,902298,123,1
2020-10-16,Georgia,Hall,13139,10352,165,195961,70,1
2020-10-17,Georgia,Cobb,13067,22807,447,745057,77,1
2020-10-17,Georgia,DeKalb,13089,21023,386,743187,94,-1
2020-10-17,Georgia,Fulton,13121,31578,605,1021902,116,2
2020-10-17,Georgia,Gwinnett,13135,31167,431,902298,140,2
2020-10-17,Georgia,Hall,13139,10428,167,195961,76,2
2020-10-18,Georgia,Cobb,13067,22847,447,745057,40,0
2020-10-18,Georgia,DeKalb,13089,21116,390,743187,93,4
2020-10-18,Georgia,Fulton,13121,31719,606,1021902,141,1
2020-10-18,Georgia,Gwinnett,13135,31298,433,902298,131,2
2020-10-18,Georgia,Hall,13139,10450,168,195961,22,1
2020-10-19,Georgia,Cobb,13067,22865,448,745057,18,1
2020-10-19,Georgia,DeKalb,13089,21133,390,743187,17,0
2020-10-19,Georgia,Fulton,13121,31795,607,1021902,76,1
2020-10-19,Georgia,Gwinnett,13135,31421,434,902298,123,1
2020-10-19,Georgia,Hall,13139,10467,168,195961,17,0
2020-10-20,Georgia,Cobb,13067,22924,448,745057,59,0
2020-10-20,Georgia,DeKalb,13089,21221,390,743187,88,0
2020-10-20,Georgia,Fulton,13121,31906,608,1021902,111,1
2020-10-20,Georgia,Gwinnett,13135,31539,436,902298,118,2
2020-10-20,Georgia,Hall,13139,10537,168,195961,70,0
2020-10-21,Georgia,Cobb,13067,23036,449,745057,112,1
2020-10-21,Georgia,DeKalb,13089,21309,391,743187,88,1
2020-10-21,Georgia,Fulton,13121,32051,612,1021902,145,4
2020-10-21,Georgia,Gwinnett,13135,31589,436,902298,50,0
2020-10-21,Georgia,Hall,13139,10566,170,195961,29,2
2020-10-22,Georgia,Cobb,13067,23122,449,745057,86,0
2020-10-22,Georgia,DeKalb,13089,21410,393,743187,101,2
2020-10-22,Georgia,Fulton,13121,32174,613,1021902,123,1
2020-10-22,Georgia,Gwinnett,13135,31632,438,902298,43,2
2020-10-22,Georgia,Hall,13139,10607,172,195961,41,2
2020-10-23,Georgia,Cobb,13067,23232,452,745057,110,3
2020-10-23,Georgia,DeKalb,13089,21596,397,743187,186,4
2020-10-23,Georgia,Fulton,13121,32450,614,1021902,276,1
2020-10-23,Georgia,Gwinnett,13135,31782,438,902298,150,0
2020-10-23,Georgia,Hall,13139,10651,173,195961,44,1
2020-10-24,Georgia,Cobb,13067,23345,454,745057,113,2
2020-10-24,Georgia,DeKalb,13089,21710,395,743187,114,-2
2020-10-24,Georgia,Fulton,13121,32601,618,1021902,151,4
2020-10-24,Georgia,Gwinnett,13135,31877,440,902298,95,2
2020-10-24,Georgia,Hall,13139,10696,173,195961,45,0
2020-10-25,Georgia,Cobb,13067,23419,454,745057,74,0
2020-10-25,Georgia,DeKalb,13089,21804,395,743187,94,0
2020-10-25,Georgia,Fulton,13121,32748,618,1021902,147,0
2020-10-25,Georgia,Gwinnett,13135,31979,440,902298,102,0
2020-10-25,Georgia,Hall,13139,10717,173,195961,21,0
2020-10-26,Georgia,Cobb,13067,23727,454,745057,308,0
2020-10-26,Georgia,DeKalb,13089,22012,397,743187,208,2
2020-10-26,Georgia,Fulton,13121,32990,619,1021902,242,1
2020-10-26,Georgia,Gwinnett,13135,32228,442,902298,249,2
2020-10-26,Georgia,Hall,13139,10762,173,195961,45,0
2020-10-27,Georgia,Cobb,13067,23780,454,745057,53,0
2020-10-27,Georgia,DeKalb,13089,22064,398,743187,52,1
2020-10-27,Georgia,Fulton,13121,33102,619,1021902,112,0
2020-10-27,Georgia,Gwinnett,13135,32334,443,902298,106,1
2020-10-27,Georgia,Hall,13139,10815,176,195961,53,3
2020-10-28,Georgia,Cobb,13067,23890,457,745057,110,3
2020-10-28,Georgia,DeKalb,13089,22194,398,743187,130,0
2020-10-28,Georgia,Fulton,13121,33284,620,1021902,182,1
2020-10-28,Georgia,Gwinnett,13135,32441,445,902298,107,2
2020-10-28,Georgia,Hall,13139,10851,178,195961,36,2
2020-10-29,Georgia,Cobb,13067,23972,457,745057,82,0
2020-10-29,Georgia,DeKalb,13089,22298,401,743187,104,3
2020-10-29,Georgia,Fulton,13121,33379,626,1021902,95,6
2020-10-29,Georgia,Gwinnett,13135,32591,447,902298,150,2
2020-10-29,Georgia,Hall,13139,10897,178,195961,46,0
2020-10-30,Georgia,Cobb,13067,24045,458,745057,73,1
2020-10-30,Georgia,DeKalb,13089,22404,403,743187,106,2
2020-10-30,Georgia,Fulton,13121,33492,627,1021902,113,1
2020-10-30,Georgia,Gwinnett,13135,32739,449,902298,148,2
2020-10-30,Georgia,Hall,13139,10942,178,195961,45,0
2020-10-31,Georgia,Cobb,13067,24255,459,745057,210,1
2020-10-31,Georgia,DeKalb,13089,22550,403,743187,146,0
2020-10-31,Georgia,Fulton,13121,33719,628,1021902,227,1
2020-10-31,Georgia,Gwinnett,13135,32947,450,902298,208,1
2020-10-31,Georgia,Hall,13139,10994,179,195961,52,1
2020-11-01,Georgia,Cobb,13067,24288,459,745057,33,0
2020-11-01,Georgia,DeKalb,13089,22641,403,743187,91,0
2020-11-01,Georgia,Fulton,13121,33817,628,1021902,98,0
2020-11-01,Georgia,Gwinnett,13135,33063,450,902298,116,0
2020-11-01,Georgia,Hall,13139,11002,179,195961,8,0
2020-11-02,Georgia,Cobb,13067,24528,460,745057,240,1
2020-11-02,Georgia,DeKalb,13089,22776,404,743187,135,1
2020-11-02,Georgia,Fulton,13121,34027,628,1021902,210,0
2020-11-02,Georgia,Gwinnett,13135,33346,452,902298,283,2
2020-11-02,Georgia,Hall,13139,11053,181,195961,51,2
2020-11-03,Georgia,Cobb,13067,24685,465,745057,157,5
2020-11-03,Georgia,DeKalb,13089,22914,404,743187,138,0
2020-11-03,Georgia,Fulton,13121,34155,629,1021902,128,1
2020-11-03,Georgia,Gwinnett,13135,33471,452,902298,125,0
2020-11-03,Georgia,Hall,13139,11111,182,195961,58,1
2020-11-04,Georgia,Cobb,13067,24930,476,745057,245,11
2020-11-04,Georgia,DeKalb,13089,23178,425,743187,264,21
2020-11-04,Georgia,Fulton,13121,34388,656,1021902,233,27
2020-11-04,Georgia,Gwinnett,13135,33740,473,902298,269,21
2020-11-04,Georgia,Hall,13139,11185,189,195961,74,7
2020-11-05,Georgia,Cobb,13067,25090,479,745057,160,3
2020-11-05,Georgia,DeKalb,13089,23332,424,743187,154,-1
2020-11-05,Georgia,Fulton,13121,34605,658,1021902,217,2
2020-11-05,Georgia,Gwinnett,13135,33883,476,902298,143,3
2020-11-05,Georgia,Hall,13139,11253,190,195961,68,1
2020-11-06,Georgia,Cobb,13067,25303,477,745057,213,-2
2020-11-06,Georgia,DeKalb,13089,23495,424,743187,163,0
2020-11-06,Georgia,Fulton,13121,34801,662,1021902,196,4
2020-11-06,Georgia,Gwinnett,13135,34131,478,902298,248,2
2020-11-06,Georgia,Hall,13139,11297,190,195961,44,0
2020-11-07,Georgia,Cobb,13067,25435,478,745057,132,1
2020-11-07,Georgia,DeKalb,13089,23584,425,743187,89,1
2020-11-07,Georgia,Fulton,13121,34940,663,1021902,139,1
2020-11-07,Georgia,Gwinnett,13135,34266,479,902298,135,1
2020-11-07,Georgia,Hall,13139,11347,190,195961,50,0
2020-11-08,Georgia,Cobb,13067,25521,478,745057,86,0
2020-11-08,Georgia,DeKalb,13089,23733,425,743187,149,0
2020-11-08,Georgia,Fulton,13121,35109,663,1021902,169,0
2020-11-08,Georgia,Gwinnett,13135,34402,479,902298,136,0
2020-11-08,Georgia,Hall,13139,11371,190,195961,24,0
2020-11-09,Georgia,Cobb,13067,25624,480,745057,103,2
2020-11-09,Georgia,DeKalb,13089,23836,428,743187,103,3
2020-11-09,Georgia,Fulton,13121,35229,665,1021902,120,2
2020-11-09,Georgia,Gwinnett,13135,34514,479,902298,112,0
2020-11-09,Georgia,Hall,13139,11405,190,195961,34,0
2020-11-10,Georgia,Cobb,13067,26016,488,745057,392,8
2020-11-10,Georgia,DeKalb,13089,24094,426,743187,258,-2
2020-11-10,Georgia,Fulton,13121,35605,669,1021902,376,4
2020-11-10,Georgia,Gwinnett,13135,34903,481,902298,389,2
2020-11-10,Georgia,Hall,13139,11502,190,195961,97,0
2020-11-11,Georgia,Cobb,13067,26167,490,745057,151,2
2020-11-11,Georgia,DeKalb,13089,24250,433,743187,156,7
2020-11-11,Georgia,Fulton,13121,35783,671,1021902,178,2
2020-11-11,Georgia,Gwinnett,13135,35105,485,902298,202,4
2020-11-11,Georgia,Hall,13139,11535,191,195961,33,1
2020-11-12,Georgia,Cobb,13067,26328,492,745057,161,2
2020-11-12,Georgia,DeKalb,13089,24457,437,743187,207,4
2020-11-12,Georgia,Fulton,13121,36039,674,1021902,256,3
2020-11-12,Georgia,Gwinnett,13135,35339,492,902298,234,7
2020-11-12,Georgia,Hall,13139,11605,194,195961,70,3
2020-11-13,Georgia,Cobb,13067,26468,494,745057,140,2
2020-11-13,Georgia,DeKalb,13089,24626,439,743187,169,2
2020-11-13,Georgia,Fulton,13121,36277,674,1021902,238,0
2020-11-13,Georgia,Gwinnett,13135,35572,492,902298,233,0
2020-11-13,Georgia,Hall,13139,11641,194,195961,36,0
2020-11-14,Georgia,Cobb,13067,26705,495,745057,237,1
2020-11-14,Georgia,DeKalb,13089,24848,441,743187,222,2
2020-11-14,Georgia,Fulton,13121,36549,677,1021902,272,3
2020-11-14,Georgia,Gwinnett,13135,35835,494,902298,263,2
2020-11-14,Georgia,Hall,13139,11696,194,195961,55,0
2020-11-15,Georgia,Cobb,13067,26857,495,745057,152,0
2020-11-15,Georgia,DeKalb,13089,25020,441,743187,172,0
2020-11-15,Georgia,Fulton,13121,36708,677,1021902,159,0
2020-11-15,Georgia,Gwinnett,13135,36018,494,902298,183,0
2020-11-15,Georgia,Hall,13139,11733,194,195961,37,0
2020-11-16,Georgia,Cobb,13067,26939,495,745057,82,0
2020-11-16,Georgia,DeKalb,13089,25071,441,743187,51,0
2020-11-16,Georgia,Fulton,13121,36592,677,1021902,-116,0
2020-11-16,Georgia,Gwinnett,13135,36118,495,902298,100,1
2020-11-16,Georgia,Hall,13139,11744,194,195961,11,0
2020-11-17,Georgia,Cobb,13067,27265,497,745057,326,2
2020-11-17,Georgia,DeKalb,13089,25353,441,743187,282,0
2020-11-17,Georgia,Fulton,13121,37250,678,1021902,658,1
2020-11-17,Georgia,Gwinnett,13135,36516,497,902298,398,2
2020-11-17,Georgia,Hall,13139,11858,194,195961,114,0
2020-11-18,Georgia,Cobb,13067,27528,500,745057,263,3
2020-11-18,Georgia,DeKalb,13089,25578,445,743187,225,4
2020-11-18,Georgia,Fulton,13121,37477,679,1021902,227,1
2020-11-18,Georgia,Gwinnett,13135,36744,500,902298,228,3
2020-11-18,Georgia,Hall,13139,11937,196,195961,79,2
2020-11-19,Georgia,Cobb,13067,27754,499,745057,226,-1
2020-11-19,Georgia,DeKalb,13089,25784,445,743187,206,0
2020-11-19,Georgia,Fulton,13121,37734,679,1021902,257,0
2020-11-19,Georgia,Gwinnett,13135,37004,502,902298,260,2
2020-11-19,Georgia,Hall,13139,11998,196,195961,61,0
2020-11-20,Georgia,Cobb,13067,28012,500,745057,258,1
