dayfromstart,station_name,station_id,prov,lat,lon,date,year,month,day,max_temp,min_temp,mean_temp
12717,DANVILLE,5345,QC,45.82,-71.98,2018-07-08,2018,7,8,26.7,13.5,NA
12718,DANVILLE,5345,QC,45.82,-71.98,2018-07-09,2018,7,9,29.5,17.5,NA
12719,DANVILLE,5345,QC,45.82,-71.98,2018-07-10,2018,7,10,27,17.1,NA
12720,DANVILLE,5345,QC,45.82,-71.98,2018-07-11,2018,7,11,22.4,8.5,NA
12721,DANVILLE,5345,QC,45.82,-71.98,2018-07-12,2018,7,12,25,11.5,NA
12722,DANVILLE,5345,QC,45.82,-71.98,2018-07-13,2018,7,13,28.5,11,NA
12723,DANVILLE,5345,QC,45.82,-71.98,2018-07-14,2018,7,14,25,16,NA
12724,DANVILLE,5345,QC,45.82,-71.98,2018-07-15,2018,7,15,27,17.5,NA
12725,DANVILLE,5345,QC,45.82,-71.98,2018-07-16,2018,7,16,30,15,NA
12726,DANVILLE,5345,QC,45.82,-71.98,2018-07-17,2018,7,17,27.5,20.5,NA
12727,DANVILLE,5345,QC,45.82,-71.98,2018-07-18,2018,7,18,22,11.5,NA
12728,DANVILLE,5345,QC,45.82,-71.98,2018-07-19,2018,7,19,24.7,7.5,NA
12729,DANVILLE,5345,QC,45.82,-71.98,2018-07-20,2018,7,20,29,13,NA
12730,DANVILLE,5345,QC,45.82,-71.98,2018-07-21,2018,7,21,30,16.5,NA
12731,DANVILLE,5345,QC,45.82,-71.98,2018-07-22,2018,7,22,23,13,NA
12732,DANVILLE,5345,QC,45.82,-71.98,2018-07-23,2018,7,23,28.5,19.5,NA
12733,DANVILLE,5345,QC,45.82,-71.98,2018-07-24,2018,7,24,29.9,22.5,NA
12734,DANVILLE,5345,QC,45.82,-71.98,2018-07-25,2018,7,25,28.7,21.5,NA
12735,DANVILLE,5345,QC,45.82,-71.98,2018-07-26,2018,7,26,27,19.5,NA
12736,DANVILLE,5345,QC,45.82,-71.98,2018-07-27,2018,7,27,28.2,18,NA
12737,DANVILLE,5345,QC,45.82,-71.98,2018-07-28,2018,7,28,27.1,16.6,NA
12738,DANVILLE,5345,QC,45.82,-71.98,2018-07-29,2018,7,29,25,16.5,NA
12739,DANVILLE,5345,QC,45.82,-71.98,2018-07-30,2018,7,30,26.5,16,NA
12740,DANVILLE,5345,QC,45.82,-71.98,2018-07-31,2018,7,31,28,14.9,NA
12741,DANVILLE,5345,QC,45.82,-71.98,2018-08-01,2018,8,1,26.7,17.5,NA
12742,DANVILLE,5345,QC,45.82,-71.98,2018-08-02,2018,8,2,27,20,NA
12743,DANVILLE,5345,QC,45.82,-71.98,2018-08-03,2018,8,3,26.5,18.5,NA
12744,DANVILLE,5345,QC,45.82,-71.98,2018-08-04,2018,8,4,27,19,NA
12745,DANVILLE,5345,QC,45.82,-71.98,2018-08-05,2018,8,5,30,16.5,NA
12746,DANVILLE,5345,QC,45.82,-71.98,2018-08-06,2018,8,6,31.5,20,NA
12747,DANVILLE,5345,QC,45.82,-71.98,2018-08-07,2018,8,7,28,21.5,NA
12748,DANVILLE,5345,QC,45.82,-71.98,2018-08-08,2018,8,8,28.5,17.5,NA
12749,DANVILLE,5345,QC,45.82,-71.98,2018-08-09,2018,8,9,25.8,17.7,NA
12750,DANVILLE,5345,QC,45.82,-71.98,2018-08-10,2018,8,10,25,14,NA
12751,DANVILLE,5345,QC,45.82,-71.98,2018-08-11,2018,8,11,27.5,12.8,NA
12752,DANVILLE,5345,QC,45.82,-71.98,2018-08-12,2018,8,12,29,13,NA
12753,DANVILLE,5345,QC,45.82,-71.98,2018-08-13,2018,8,13,30.5,16,NA
12754,DANVILLE,5345,QC,45.82,-71.98,2018-08-14,2018,8,14,28.5,19.5,NA
12755,DANVILLE,5345,QC,45.82,-71.98,2018-08-15,2018,8,15,27.5,18.5,NA
12756,DANVILLE,5345,QC,45.82,-71.98,2018-08-16,2018,8,16,23,12,NA
12757,DANVILLE,5345,QC,45.82,-71.98,2018-08-17,2018,8,17,25.5,10.5,NA
12758,DANVILLE,5345,QC,45.82,-71.98,2018-08-18,2018,8,18,24,16,NA
12759,DANVILLE,5345,QC,45.82,-71.98,2018-08-19,2018,8,19,27.2,12,NA
12760,DANVILLE,5345,QC,45.82,-71.98,2018-08-20,2018,8,20,27,13.1,NA
12761,DANVILLE,5345,QC,45.82,-71.98,2018-08-21,2018,8,21,26,14.5,NA
12762,DANVILLE,5345,QC,45.82,-71.98,2018-08-22,2018,8,22,21.5,17.5,NA
12763,DANVILLE,5345,QC,45.82,-71.98,2018-08-23,2018,8,23,23.5,11.5,NA
12764,DANVILLE,5345,QC,45.82,-71.98,2018-08-24,2018,8,24,27,16,NA
12765,DANVILLE,5345,QC,45.82,-71.98,2018-08-25,2018,8,25,28.3,14.8,NA
12766,DANVILLE,5345,QC,45.82,-71.98,2018-08-26,2018,8,26,24.7,15,NA
12767,DANVILLE,5345,QC,45.82,-71.98,2018-08-27,2018,8,27,26.5,18,NA
12768,DANVILLE,5345,QC,45.82,-71.98,2018-08-28,2018,8,28,31,19.5,NA
12769,DANVILLE,5345,QC,45.82,-71.98,2018-08-29,2018,8,29,31,17,NA
12770,DANVILLE,5345,QC,45.82,-71.98,2018-08-30,2018,8,30,19.3,12,NA
12771,DANVILLE,5345,QC,45.82,-71.98,2018-08-31,2018,8,31,23.5,5.5,NA
12772,DANVILLE,5345,QC,45.82,-71.98,2018-09-01,2018,9,1,25.4,14.5,NA
12773,DANVILLE,5345,QC,45.82,-71.98,2018-09-02,2018,9,2,25.8,15.6,NA
12774,DANVILLE,5345,QC,45.82,-71.98,2018-09-03,2018,9,3,28,20.3,NA
12775,DANVILLE,5345,QC,45.82,-71.98,2018-09-04,2018,9,4,25,15,NA
12776,DANVILLE,5345,QC,45.82,-71.98,2018-09-05,2018,9,5,30,13.6,NA
12777,DANVILLE,5345,QC,45.82,-71.98,2018-09-06,2018,9,6,22,15.8,NA
12778,DANVILLE,5345,QC,45.82,-71.98,2018-09-07,2018,9,7,22.5,6.5,NA
12779,DANVILLE,5345,QC,45.82,-71.98,2018-09-08,2018,9,8,14.9,4.5,NA
12780,DANVILLE,5345,QC,45.82,-71.98,2018-09-09,2018,9,9,17.1,-0.7,NA
12781,DANVILLE,5345,QC,45.82,-71.98,2018-09-10,2018,9,10,18.5,4,NA
12782,DANVILLE,5345,QC,45.82,-71.98,2018-09-11,2018,9,11,19.5,11,NA
12783,DANVILLE,5345,QC,45.82,-71.98,2018-09-12,2018,9,12,24.5,15,NA
12784,DANVILLE,5345,QC,45.82,-71.98,2018-09-13,2018,9,13,27,10,NA
12785,DANVILLE,5345,QC,45.82,-71.98,2018-09-14,2018,9,14,29.5,14,NA
12786,DANVILLE,5345,QC,45.82,-71.98,2018-09-15,2018,9,15,29,13.5,NA
12787,DANVILLE,5345,QC,45.82,-71.98,2018-09-16,2018,9,16,27,17,NA
12788,DANVILLE,5345,QC,45.82,-71.98,2018-09-17,2018,9,17,29.5,16.5,NA
12789,DANVILLE,5345,QC,45.82,-71.98,2018-09-18,2018,9,18,23.5,10,NA
12790,DANVILLE,5345,QC,45.82,-71.98,2018-09-19,2018,9,19,16,7.5,NA
12791,DANVILLE,5345,QC,45.82,-71.98,2018-09-20,2018,9,20,17.5,5,NA
12792,DANVILLE,5345,QC,45.82,-71.98,2018-09-21,2018,9,21,18.5,9,NA
12793,DANVILLE,5345,QC,45.82,-71.98,2018-09-22,2018,9,22,15,8.5,NA
12794,DANVILLE,5345,QC,45.82,-71.98,2018-09-23,2018,9,23,15,4,NA
12795,DANVILLE,5345,QC,45.82,-71.98,2018-09-24,2018,9,24,15,-1.5,NA
12796,DANVILLE,5345,QC,45.82,-71.98,2018-09-25,2018,9,25,20,6,NA
12797,DANVILLE,5345,QC,45.82,-71.98,2018-09-26,2018,9,26,23,12,NA
12798,DANVILLE,5345,QC,45.82,-71.98,2018-09-27,2018,9,27,17,5,NA
12799,DANVILLE,5345,QC,45.82,-71.98,2018-09-28,2018,9,28,21,9,NA
12800,DANVILLE,5345,QC,45.82,-71.98,2018-09-29,2018,9,29,17,7.5,NA
12801,DANVILLE,5345,QC,45.82,-71.98,2018-09-30,2018,9,30,12.5,5.9,NA
12802,DANVILLE,5345,QC,45.82,-71.98,2018-10-01,2018,10,1,15,5.5,NA
12803,DANVILLE,5345,QC,45.82,-71.98,2018-10-02,2018,10,2,8.7,2.5,NA
12804,DANVILLE,5345,QC,45.82,-71.98,2018-10-03,2018,10,3,14.5,8.5,NA
12805,DANVILLE,5345,QC,45.82,-71.98,2018-10-04,2018,10,4,21,9.5,NA
12806,DANVILLE,5345,QC,45.82,-71.98,2018-10-05,2018,10,5,11,-0.5,NA
12807,DANVILLE,5345,QC,45.82,-71.98,2018-10-06,2018,10,6,14.5,3,NA
12808,DANVILLE,5345,QC,45.82,-71.98,2018-10-07,2018,10,7,8.5,6.5,NA
12809,DANVILLE,5345,QC,45.82,-71.98,2018-10-08,2018,10,8,18.5,4,NA
12810,DANVILLE,5345,QC,45.82,-71.98,2018-10-09,2018,10,9,25.5,10,NA
12811,DANVILLE,5345,QC,45.82,-71.98,2018-10-10,2018,10,10,12.5,10.5,NA
12812,DANVILLE,5345,QC,45.82,-71.98,2018-10-11,2018,10,11,15,9,NA
12813,DANVILLE,5345,QC,45.82,-71.98,2018-10-12,2018,10,12,11.5,7,NA
12814,DANVILLE,5345,QC,45.82,-71.98,2018-10-13,2018,10,13,6.3,3,NA
12815,DANVILLE,5345,QC,45.82,-71.98,2018-10-14,2018,10,14,12,1,NA
12816,DANVILLE,5345,QC,45.82,-71.98,2018-10-15,2018,10,15,11.5,4,NA
12817,DANVILLE,5345,QC,45.82,-71.98,2018-10-16,2018,10,16,7.5,3,NA
12818,DANVILLE,5345,QC,45.82,-71.98,2018-10-17,2018,10,17,9.5,3.5,NA
12819,DANVILLE,5345,QC,45.82,-71.98,2018-10-18,2018,10,18,5.5,-1.5,NA
12820,DANVILLE,5345,QC,45.82,-71.98,2018-10-19,2018,10,19,14,-1,NA
12821,DANVILLE,5345,QC,45.82,-71.98,2018-10-20,2018,10,20,13,7.5,NA
12822,DANVILLE,5345,QC,45.82,-71.98,2018-10-21,2018,10,21,3.3,-1.1,NA
12823,DANVILLE,5345,QC,45.82,-71.98,2018-10-22,2018,10,22,3.5,-4,NA
12824,DANVILLE,5345,QC,45.82,-71.98,2018-10-23,2018,10,23,10.5,-1,NA
12825,DANVILLE,5345,QC,45.82,-71.98,2018-10-24,2018,10,24,5,-0.2,NA
12826,DANVILLE,5345,QC,45.82,-71.98,2018-10-25,2018,10,25,0.4,-3,NA
12827,DANVILLE,5345,QC,45.82,-71.98,2018-10-26,2018,10,26,5,-4,NA
12828,DANVILLE,5345,QC,45.82,-71.98,2018-10-27,2018,10,27,5,-6,NA
12829,DANVILLE,5345,QC,45.82,-71.98,2018-10-28,2018,10,28,5.5,0.5,NA
12830,DANVILLE,5345,QC,45.82,-71.98,2018-10-29,2018,10,29,7.5,3,NA
12831,DANVILLE,5345,QC,45.82,-71.98,2018-10-30,2018,10,30,4,1,NA
12832,DANVILLE,5345,QC,45.82,-71.98,2018-10-31,2018,10,31,4.5,-1,NA
12833,DANVILLE,5345,QC,45.82,-71.98,2018-11-01,2018,11,1,7,3.4,NA
12834,DANVILLE,5345,QC,45.82,-71.98,2018-11-02,2018,11,2,7,4,NA
12835,DANVILLE,5345,QC,45.82,-71.98,2018-11-03,2018,11,3,5.1,-0.2,NA
12836,DANVILLE,5345,QC,45.82,-71.98,2018-11-04,2018,11,4,6,-1,NA
12837,DANVILLE,5345,QC,45.82,-71.98,2018-11-05,2018,11,5,6,-3,NA
12838,DANVILLE,5345,QC,45.82,-71.98,2018-11-06,2018,11,6,11,3,NA
12839,DANVILLE,5345,QC,45.82,-71.98,2018-11-07,2018,11,7,10.5,8.5,NA
12840,DANVILLE,5345,QC,45.82,-71.98,2018-11-08,2018,11,8,8,4.5,NA
12841,DANVILLE,5345,QC,45.82,-71.98,2018-11-09,2018,11,9,2.8,-4,NA
12842,DANVILLE,5345,QC,45.82,-71.98,2018-11-10,2018,11,10,3,0,NA
12843,DANVILLE,5345,QC,45.82,-71.98,2018-11-11,2018,11,11,-1,-5,NA
12844,DANVILLE,5345,QC,45.82,-71.98,2018-11-12,2018,11,12,1.5,-9,NA
12845,DANVILLE,5345,QC,45.82,-71.98,2018-11-13,2018,11,13,0.4,-2.5,NA
12846,DANVILLE,5345,QC,45.82,-71.98,2018-11-14,2018,11,14,-8,-13,NA
12847,DANVILLE,5345,QC,45.82,-71.98,2018-11-15,2018,11,15,-5,-16.5,NA
12848,DANVILLE,5345,QC,45.82,-71.98,2018-11-16,2018,11,16,-2,-7,NA
12849,DANVILLE,5345,QC,45.82,-71.98,2018-11-17,2018,11,17,1.5,-5.5,NA
12850,DANVILLE,5345,QC,45.82,-71.98,2018-11-18,2018,11,18,-2,-13,NA
12851,DANVILLE,5345,QC,45.82,-71.98,2018-11-19,2018,11,19,0.5,-14.1,NA
12852,DANVILLE,5345,QC,45.82,-71.98,2018-11-20,2018,11,20,-4.5,-8,NA
12853,DANVILLE,5345,QC,45.82,-71.98,2018-11-21,2018,11,21,-3.9,-11,NA
12854,DANVILLE,5345,QC,45.82,-71.98,2018-11-22,2018,11,22,-11.5,-20.2,NA
12855,DANVILLE,5345,QC,45.82,-71.98,2018-11-23,2018,11,23,-3.9,-23.5,NA
12856,DANVILLE,5345,QC,45.82,-71.98,2018-11-24,2018,11,24,3,-9,NA
12857,DANVILLE,5345,QC,45.82,-71.98,2018-11-25,2018,11,25,4,-4,NA
12858,DANVILLE,5345,QC,45.82,-71.98,2018-11-26,2018,11,26,4.5,1,NA
12859,DANVILLE,5345,QC,45.82,-71.98,2018-11-27,2018,11,27,0,-1.4,NA
12860,DANVILLE,5345,QC,45.82,-71.98,2018-11-28,2018,11,28,0.7,-1,NA
12861,DANVILLE,5345,QC,45.82,-71.98,2018-11-29,2018,11,29,0.1,-1.5,NA
12862,DANVILLE,5345,QC,45.82,-71.98,2018-11-30,2018,11,30,-0.5,-1,NA
12863,DANVILLE,5345,QC,45.82,-71.98,2018-12-01,2018,12,1,-0.5,-2,NA
12864,DANVILLE,5345,QC,45.82,-71.98,2018-12-02,2018,12,2,3,-2.7,NA
12865,DANVILLE,5345,QC,45.82,-71.98,2018-12-03,2018,12,3,2.2,-3.5,NA
12866,DANVILLE,5345,QC,45.82,-71.98,2018-12-04,2018,12,4,-6,-7.5,NA
12867,DANVILLE,5345,QC,45.82,-71.98,2018-12-05,2018,12,5,-2.5,-16.5,NA
12868,DANVILLE,5345,QC,45.82,-71.98,2018-12-06,2018,12,6,-1.5,-11.1,NA
12869,DANVILLE,5345,QC,45.82,-71.98,2018-12-07,2018,12,7,-8,-14.8,NA
12870,DANVILLE,5345,QC,45.82,-71.98,2018-12-08,2018,12,8,-12,-26.5,NA
12871,DANVILLE,5345,QC,45.82,-71.98,2018-12-09,2018,12,9,-3,-18.5,NA
12872,DANVILLE,5345,QC,45.82,-71.98,2018-12-10,2018,12,10,-8,-15,NA
12873,DANVILLE,5345,QC,45.82,-71.98,2018-12-11,2018,12,11,-7,-22,NA
12874,DANVILLE,5345,QC,45.82,-71.98,2018-12-12,2018,12,12,-10.4,-19.4,NA
12875,DANVILLE,5345,QC,45.82,-71.98,2018-12-13,2018,12,13,-2.8,-25,NA
12876,DANVILLE,5345,QC,45.82,-71.98,2018-12-14,2018,12,14,3,-10.5,NA
12877,DANVILLE,5345,QC,45.82,-71.98,2018-12-15,2018,12,15,4,1,NA
12878,DANVILLE,5345,QC,45.82,-71.98,2018-12-16,2018,12,16,3,-6,NA
12879,DANVILLE,5345,QC,45.82,-71.98,2018-12-17,2018,12,17,2,-3.4,NA
12880,DANVILLE,5345,QC,45.82,-71.98,2018-12-18,2018,12,18,-5.7,-9,NA
12881,DANVILLE,5345,QC,45.82,-71.98,2018-12-19,2018,12,19,-3,-12,NA
12882,DANVILLE,5345,QC,45.82,-71.98,2018-12-20,2018,12,20,6.2,-6.5,NA
12883,DANVILLE,5345,QC,45.82,-71.98,2018-12-21,2018,12,21,10.2,-1,NA
12884,DANVILLE,5345,QC,45.82,-71.98,2018-12-22,2018,12,22,4.5,-2.1,NA
12885,DANVILLE,5345,QC,45.82,-71.98,2018-12-23,2018,12,23,-7,-7.5,NA
12886,DANVILLE,5345,QC,45.82,-71.98,2018-12-24,2018,12,24,-7.5,-14.2,NA
12887,DANVILLE,5345,QC,45.82,-71.98,2018-12-25,2018,12,25,-8,-16.7,NA
12888,DANVILLE,5345,QC,45.82,-71.98,2018-12-26,2018,12,26,-7,-15.5,NA
12889,DANVILLE,5345,QC,45.82,-71.98,2018-12-27,2018,12,27,-2.4,-18,NA
12890,DANVILLE,5345,QC,45.82,-71.98,2018-12-28,2018,12,28,6.5,-11.5,NA
12891,DANVILLE,5345,QC,45.82,-71.98,2018-12-29,2018,12,29,-0.7,-9.5,NA
12892,DANVILLE,5345,QC,45.82,-71.98,2018-12-30,2018,12,30,-3,-16.5,NA
12893,DANVILLE,5345,QC,45.82,-71.98,2018-12-31,2018,12,31,2,-8.5,NA
12894,DANVILLE,5345,QC,45.82,-71.98,2019-01-01,2019,1,1,0,-8,NA
12895,DANVILLE,5345,QC,45.82,-71.98,2019-01-02,2019,1,2,-6.5,-19,NA
12896,DANVILLE,5345,QC,45.82,-71.98,2019-01-03,2019,1,3,-0.1,-14.4,NA
12897,DANVILLE,5345,QC,45.82,-71.98,2019-01-04,2019,1,4,2,-6.8,NA
12898,DANVILLE,5345,QC,45.82,-71.98,2019-01-05,2019,1,5,3,0,NA
12899,DANVILLE,5345,QC,45.82,-71.98,2019-01-06,2019,1,6,-1,-8,NA
12900,DANVILLE,5345,QC,45.82,-71.98,2019-01-07,2019,1,7,-4.5,-20,NA
12901,DANVILLE,5345,QC,45.82,-71.98,2019-01-08,2019,1,8,0.5,-13.6,NA
12902,DANVILLE,5345,QC,45.82,-71.98,2019-01-09,2019,1,9,-1.5,-3,NA
12903,DANVILLE,5345,QC,45.82,-71.98,2019-01-10,2019,1,10,-3,-8.3,NA
12904,DANVILLE,5345,QC,45.82,-71.98,2019-01-11,2019,1,11,-13.9,-16.5,NA
12905,DANVILLE,5345,QC,45.82,-71.98,2019-01-12,2019,1,12,-12.8,-21,NA
12906,DANVILLE,5345,QC,45.82,-71.98,2019-01-13,2019,1,13,-11,-22.4,NA
12907,DANVILLE,5345,QC,45.82,-71.98,2019-01-14,2019,1,14,-9,-25,NA
12908,DANVILLE,5345,QC,45.82,-71.98,2019-01-15,2019,1,15,-2,-15.5,NA
12909,DANVILLE,5345,QC,45.82,-71.98,2019-01-16,2019,1,16,0,-10.5,NA
12910,DANVILLE,5345,QC,45.82,-71.98,2019-01-17,2019,1,17,-9,-27,NA
12911,DANVILLE,5345,QC,45.82,-71.98,2019-01-18,2019,1,18,-3,-21.9,NA
12912,DANVILLE,5345,QC,45.82,-71.98,2019-01-19,2019,1,19,-14.8,-26,NA
12913,DANVILLE,5345,QC,45.82,-71.98,2019-01-20,2019,1,20,-15,-23.3,NA
12914,DANVILLE,5345,QC,45.82,-71.98,2019-01-21,2019,1,21,-16,-21,NA
12915,DANVILLE,5345,QC,45.82,-71.98,2019-01-22,2019,1,22,-8.5,-23.1,NA
12916,DANVILLE,5345,QC,45.82,-71.98,2019-01-23,2019,1,23,4,-23,NA
12917,DANVILLE,5345,QC,45.82,-71.98,2019-01-24,2019,1,24,5.5,-3.5,NA
12918,DANVILLE,5345,QC,45.82,-71.98,2019-01-25,2019,1,25,-3,-11,NA
12919,DANVILLE,5345,QC,45.82,-71.98,2019-01-26,2019,1,26,-10,-16.6,NA
12920,DANVILLE,5345,QC,45.82,-71.98,2019-01-27,2019,1,27,-2.5,-19,NA
12921,DANVILLE,5345,QC,45.82,-71.98,2019-01-28,2019,1,28,-14.1,-21.4,NA
12922,DANVILLE,5345,QC,45.82,-71.98,2019-01-29,2019,1,29,-5,-25,NA
12923,DANVILLE,5345,QC,45.82,-71.98,2019-01-30,2019,1,30,-8.5,-12.5,NA
12924,DANVILLE,5345,QC,45.82,-71.98,2019-01-31,2019,1,31,-15,-20,NA
12925,DANVILLE,5345,QC,45.82,-71.98,2019-02-01,2019,2,1,-12.5,-18,NA
12926,DANVILLE,5345,QC,45.82,-71.98,2019-02-02,2019,2,2,-8.5,-17,NA
12927,DANVILLE,5345,QC,45.82,-71.98,2019-02-03,2019,2,3,-1.4,-23,NA
12928,DANVILLE,5345,QC,45.82,-71.98,2019-02-04,2019,2,4,7.5,-10,NA
12929,DANVILLE,5345,QC,45.82,-71.98,2019-02-05,2019,2,5,6.5,-3,NA
12930,DANVILLE,5345,QC,45.82,-71.98,2019-02-06,2019,2,6,-1,-14.5,NA
12931,DANVILLE,5345,QC,45.82,-71.98,2019-02-07,2019,2,7,5,-6.5,NA
12932,DANVILLE,5345,QC,45.82,-71.98,2019-02-08,2019,2,8,5,-2.7,NA
12933,DANVILLE,5345,QC,45.82,-71.98,2019-02-09,2019,2,9,-7,-12,NA
12934,DANVILLE,5345,QC,45.82,-71.98,2019-02-10,2019,2,10,-7.5,-14,NA
12935,DANVILLE,5345,QC,45.82,-71.98,2019-02-11,2019,2,11,-12,-19,NA
12936,DANVILLE,5345,QC,45.82,-71.98,2019-02-12,2019,2,12,-3,-23,NA
12937,DANVILLE,5345,QC,45.82,-71.98,2019-02-13,2019,2,13,-1.6,-6.5,NA
12938,DANVILLE,5345,QC,45.82,-71.98,2019-02-14,2019,2,14,-3.5,-8.9,NA
12939,DANVILLE,5345,QC,45.82,-71.98,2019-02-15,2019,2,15,2,-16.5,NA
12940,DANVILLE,5345,QC,45.82,-71.98,2019-02-16,2019,2,16,-2,-7,NA
12941,DANVILLE,5345,QC,45.82,-71.98,2019-02-17,2019,2,17,-7,-19.4,NA
12942,DANVILLE,5345,QC,45.82,-71.98,2019-02-18,2019,2,18,-11,-21.8,NA
12943,DANVILLE,5345,QC,45.82,-71.98,2019-02-19,2019,2,19,-10.5,-23.5,NA
12944,DANVILLE,5345,QC,45.82,-71.98,2019-02-20,2019,2,20,-4,-24,NA
12945,DANVILLE,5345,QC,45.82,-71.98,2019-02-21,2019,2,21,1,-11,NA
12946,DANVILLE,5345,QC,45.82,-71.98,2019-02-22,2019,2,22,-0.5,-8.5,NA
12947,DANVILLE,5345,QC,45.82,-71.98,2019-02-23,2019,2,23,1,-20,NA
12948,DANVILLE,5345,QC,45.82,-71.98,2019-02-24,2019,2,24,3,-8.3,NA
12949,DANVILLE,5345,QC,45.82,-71.98,2019-02-25,2019,2,25,-3.2,-10.5,NA
12950,DANVILLE,5345,QC,45.82,-71.98,2019-02-26,2019,2,26,-13.8,-18,NA
12951,DANVILLE,5345,QC,45.82,-71.98,2019-02-27,2019,2,27,-13,-22.6,NA
12952,DANVILLE,5345,QC,45.82,-71.98,2019-02-28,2019,2,28,-7.6,-29,NA
12953,DANVILLE,5345,QC,45.82,-71.98,2019-03-01,2019,3,1,-1.6,-22,NA
12954,DANVILLE,5345,QC,45.82,-71.98,2019-03-02,2019,3,2,1.8,-18,NA
12955,DANVILLE,5345,QC,45.82,-71.98,2019-03-03,2019,3,3,-1.5,-6.5,NA
12956,DANVILLE,5345,QC,45.82,-71.98,2019-03-04,2019,3,4,-1.5,-7.5,NA
12957,DANVILLE,5345,QC,45.82,-71.98,2019-03-05,2019,3,5,-7.5,-14.5,NA
12958,DANVILLE,5345,QC,45.82,-71.98,2019-03-06,2019,3,6,-9,-14,NA
12959,DANVILLE,5345,QC,45.82,-71.98,2019-03-07,2019,3,7,-9,-21.5,NA
12960,DANVILLE,5345,QC,45.82,-71.98,2019-03-08,2019,3,8,-3.5,-14.5,NA
12961,DANVILLE,5345,QC,45.82,-71.98,2019-03-09,2019,3,9,-2.3,-10,NA
12962,DANVILLE,5345,QC,45.82,-71.98,2019-03-10,2019,3,10,2,-12.5,NA
12963,DANVILLE,5345,QC,45.82,-71.98,2019-03-11,2019,3,11,3,-2,NA
12964,DANVILLE,5345,QC,45.82,-71.98,2019-03-12,2019,3,12,-1.5,-8.5,NA
12965,DANVILLE,5345,QC,45.82,-71.98,2019-03-13,2019,3,13,3,-12,NA
12966,DANVILLE,5345,QC,45.82,-71.98,2019-03-14,2019,3,14,7.5,-6,NA
12967,DANVILLE,5345,QC,45.82,-71.98,2019-03-15,2019,3,15,10.4,4,NA
12968,DANVILLE,5345,QC,45.82,-71.98,2019-03-16,2019,3,16,1,-3.5,NA
12969,DANVILLE,5345,QC,45.82,-71.98,2019-03-17,2019,3,17,-4.1,-10.5,NA
12970,DANVILLE,5345,QC,45.82,-71.98,2019-03-18,2019,3,18,-2.3,-11,NA
12971,DANVILLE,5345,QC,45.82,-71.98,2019-03-19,2019,3,19,-1.3,-18.3,NA
12972,DANVILLE,5345,QC,45.82,-71.98,2019-03-20,2019,3,20,6.5,-10.6,NA
12973,DANVILLE,5345,QC,45.82,-71.98,2019-03-21,2019,3,21,7.5,-2.5,NA
12974,DANVILLE,5345,QC,45.82,-71.98,2019-03-22,2019,3,22,2.5,0,NA
12975,DANVILLE,5345,QC,45.82,-71.98,2019-03-23,2019,3,23,2,-3.6,NA
12976,DANVILLE,5345,QC,45.82,-71.98,2019-03-24,2019,3,24,3.7,-5,NA
12977,DANVILLE,5345,QC,45.82,-71.98,2019-03-25,2019,3,25,-3,-12.5,NA
12978,DANVILLE,5345,QC,45.82,-71.98,2019-03-26,2019,3,26,-1.5,-11.5,NA
12979,DANVILLE,5345,QC,45.82,-71.98,2019-03-27,2019,3,27,6,-13,NA
12980,DANVILLE,5345,QC,45.82,-71.98,2019-03-28,2019,3,28,9.5,-5.5,NA
12981,DANVILLE,5345,QC,45.82,-71.98,2019-03-29,2019,3,29,5,0.2,NA
12982,DANVILLE,5345,QC,45.82,-71.98,2019-03-30,2019,3,30,11,-4,NA
12983,DANVILLE,5345,QC,45.82,-71.98,2019-03-31,2019,3,31,10.5,0,NA
12984,DANVILLE,5345,QC,45.82,-71.98,2019-04-01,2019,4,1,0,-7.5,NA
12985,DANVILLE,5345,QC,45.82,-71.98,2019-04-02,2019,4,2,7,-3.5,NA
12986,DANVILLE,5345,QC,45.82,-71.98,2019-04-03,2019,4,3,9,1.3,NA
12987,DANVILLE,5345,QC,45.82,-71.98,2019-04-04,2019,4,4,0,-4,NA
12988,DANVILLE,5345,QC,45.82,-71.98,2019-04-05,2019,4,5,3,-9.5,NA
12989,DANVILLE,5345,QC,45.82,-71.98,2019-04-06,2019,4,6,6.7,0,NA
12990,DANVILLE,5345,QC,45.82,-71.98,2019-04-07,2019,4,7,7.9,0.7,NA
12991,DANVILLE,5345,QC,45.82,-71.98,2019-04-08,2019,4,8,-0.5,-3.1,NA
12992,DANVILLE,5345,QC,45.82,-71.98,2019-04-09,2019,4,9,0,-4,NA
12993,DANVILLE,5345,QC,45.82,-71.98,2019-04-10,2019,4,10,3.5,-3.5,NA
12994,DANVILLE,5345,QC,45.82,-71.98,2019-04-11,2019,4,11,5,-5,NA
12995,DANVILLE,5345,QC,45.82,-71.98,2019-04-12,2019,4,12,13.8,-4,NA
12996,DANVILLE,5345,QC,45.82,-71.98,2019-04-13,2019,4,13,17.2,6.2,NA
12997,DANVILLE,5345,QC,45.82,-71.98,2019-04-14,2019,4,14,8,0,NA
12998,DANVILLE,5345,QC,45.82,-71.98,2019-04-15,2019,4,15,7,2,NA
12999,DANVILLE,5345,QC,45.82,-71.98,2019-04-16,2019,4,16,5,0,NA
13000,DANVILLE,5345,QC,45.82,-71.98,2019-04-17,2019,4,17,12,-2,NA
13001,DANVILLE,5345,QC,45.82,-71.98,2019-04-18,2019,4,18,11,-0.5,NA
